S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
2655,14/02/2021,Chandigarh,21220,123,20752,345
2656,15/02/2021,Chandigarh,21238,127,20765,346
2657,16/02/2021,Chandigarh,21264,129,20789,346
2658,17/02/2021,Chandigarh,21293,133,20813,347
2659,18/02/2021,Chandigarh,21322,142,20832,348
2660,19/02/2021,Chandigarh,21352,150,20854,348
2661,20/02/2021,Chandigarh,21371,156,20867,348
2662,21/02/2021,Chandigarh,21397,169,20879,349
2663,22/02/2021,Chandigarh,21425,186,20890,349
2664,23/02/2021,Chandigarh,21463,205,20908,350
2665,24/02/2021,Chandigarh,21500,227,20923,350
2666,25/02/2021,Chandigarh,21541,250,20940,351
2667,26/02/2021,Chandigarh,21590,279,20960,351
2668,27/02/2021,Chandigarh,21659,322,20986,351
2669,01/03/2021,Chandigarh,21770,381,21037,352
2670,02/03/2021,Chandigarh,21839,430,21056,353
2671,03/03/2021,Chandigarh,21906,472,21080,354
2672,04/03/2021,Chandigarh,21962,503,21104,355
2673,06/03/2021,Chandigarh,22116,587,21174,355
2674,07/03/2021,Chandigarh,22238,675,21208,355
2675,08/03/2021,Chandigarh,22318,710,21253,355
2676,09/03/2021,Chandigarh,22397,725,21316,356
2677,10/03/2021,Chandigarh,22502,778,21368,356
2678,11/03/2021,Chandigarh,22589,816,21416,357
2679,13/03/2021,Chandigarh,22832,936,21539,357
2680,14/03/2021,Chandigarh,22976,1032,21586,358
2681,15/03/2021,Chandigarh,23096,1088,21650,358
2682,16/03/2021,Chandigarh,23244,1166,21720,358
2683,17/03/2021,Chandigarh,23391,1199,21833,359
2684,18/03/2021,Chandigarh,23592,1330,21903,359
2685,19/03/2021,Chandigarh,23803,1466,21978,359
2686,20/03/2021,Chandigarh,24017,1597,22060,360
2687,21/03/2021,Chandigarh,24220,1717,22142,361
2688,22/03/2021,Chandigarh,24459,1872,22225,362
2689,23/03/2021,Chandigarh,24667,1979,22325,363
2690,24/03/2021,Chandigarh,24881,2066,22451,364
2691,25/03/2021,Chandigarh,25130,2178,22587,365
2692,27/03/2021,Chandigarh,25604,2392,22840,372
2693,28/03/2021,Chandigarh,25898,2532,22992,374
2694,29/03/2021,Chandigarh,26194,2633,23184,377
2695,30/03/2021,Chandigarh,26468,2746,23345,377
2696,31/03/2021,Chandigarh,26733,2831,23523,379
2697,01/04/2021,Chandigarh,26999,2918,23702,379
2698,02/04/2021,Chandigarh,27256,2951,23925,380
2699,03/04/2021,Chandigarh,27543,3098,24064,381
2700,04/04/2021,Chandigarh,27853,3162,24309,382
2701,05/04/2021,Chandigarh,28194,3150,24661,383
2702,06/04/2021,Chandigarh,28479,3062,25033,384
2703,07/04/2021,Chandigarh,28798,3037,25375,386
2704,08/04/2021,Chandigarh,29197,3121,25688,388
2705,09/04/2021,Chandigarh,29521,3115,26017,389
2706,10/04/2021,Chandigarh,29943,3213,26337,393
2707,11/04/2021,Chandigarh,30341,3265,26680,396
2708,12/04/2021,Chandigarh,30743,3307,27037,399
2709,13/04/2021,Chandigarh,31167,3355,27412,400
2710,14/04/2021,Chandigarh,31564,3370,27793,401
2711,15/04/2021,Chandigarh,31985,3371,28210,404
2712,16/04/2021,Chandigarh,32397,3371,28619,407
2713,17/04/2021,Chandigarh,32878,3423,29047,408
2714,18/04/2021,Chandigarh,33309,3414,29485,410
2715,19/04/2021,Chandigarh,33934,3625,29896,413
2716,20/04/2021,Chandigarh,34546,3804,30325,417
2717,21/04/2021,Chandigarh,35148,3959,30768,421
2718,22/04/2021,Chandigarh,35770,4125,31222,423
2719,20/03/2020,Chhattisgarh,1,1,0,0
2720,21/03/2020,Chhattisgarh,1,1,0,0
2721,22/03/2020,Chhattisgarh,1,1,0,0
2722,23/03/2020,Chhattisgarh,1,1,0,0
2723,24/03/2020,Chhattisgarh,1,1,0,0
2724,25/03/2020,Chhattisgarh,1,1,0,0
2725,26/03/2020,Chhattisgarh,3,3,0,0
2726,27/03/2020,Chhattisgarh,6,6,0,0
2727,28/03/2020,Chhattisgarh,6,6,0,0
2728,29/03/2020,Chhattisgarh,6,6,0,0
2729,30/03/2020,Chhattisgarh,7,7,0,0
2730,31/03/2020,Chhattisgarh,8,8,0,0
2731,01/04/2020,Chhattisgarh,9,9,0,0
2732,02/04/2020,Chhattisgarh,9,7,2,0
2733,03/04/2020,Chhattisgarh,9,7,2,0
2734,04/04/2020,Chhattisgarh,9,6,3,0
2735,05/04/2020,Chhattisgarh,9,6,3,0
2736,06/04/2020,Chhattisgarh,9,6,3,0
2737,07/04/2020,Chhattisgarh,10,2,8,0
2738,08/04/2020,Chhattisgarh,10,1,9,0
2739,09/04/2020,Chhattisgarh,10,1,9,0
2740,10/04/2020,Chhattisgarh,10,1,9,0
2741,11/04/2020,Chhattisgarh,18,9,9,0
2742,12/04/2020,Chhattisgarh,18,9,9,0
2743,13/04/2020,Chhattisgarh,31,21,10,0
2744,14/04/2020,Chhattisgarh,31,21,10,0
2745,15/04/2020,Chhattisgarh,33,20,13,0
2746,16/04/2020,Chhattisgarh,33,16,17,0
2747,17/04/2020,Chhattisgarh,33,10,23,0
2748,18/04/2020,Chhattisgarh,36,12,24,0
2749,19/04/2020,Chhattisgarh,36,12,24,0
2750,20/04/2020,Chhattisgarh,36,11,25,0
2751,21/04/2020,Chhattisgarh,36,11,25,0
2752,22/04/2020,Chhattisgarh,36,10,26,0
2753,23/04/2020,Chhattisgarh,36,10,26,0
2754,24/04/2020,Chhattisgarh,36,8,28,0
2755,25/04/2020,Chhattisgarh,36,6,30,0
2756,26/04/2020,Chhattisgarh,37,5,32,0
2757,27/04/2020,Chhattisgarh,37,5,32,0
2758,28/04/2020,Chhattisgarh,37,5,32,0
2759,29/04/2020,Chhattisgarh,38,4,34,0
2760,30/04/2020,Chhattisgarh,38,4,34,0
2761,01/05/2020,Chhattisgarh,40,4,36,0
2762,02/05/2020,Chhattisgarh,43,7,36,0
2763,03/05/2020,Chhattisgarh,43,7,36,0
2764,04/05/2020,Chhattisgarh,57,21,36,0
2765,05/05/2020,Chhattisgarh,58,22,36,0
2766,06/05/2020,Chhattisgarh,59,23,36,0
2767,07/05/2020,Chhattisgarh,59,23,36,0
2768,08/05/2020,Chhattisgarh,59,21,38,0
2769,09/05/2020,Chhattisgarh,59,21,38,0
2770,10/05/2020,Chhattisgarh,59,16,43,0
2771,11/05/2020,Chhattisgarh,59,10,49,0
2772,12/05/2020,Chhattisgarh,59,6,53,0
2773,13/05/2020,Chhattisgarh,59,5,54,0
2774,14/05/2020,Chhattisgarh,59,4,55,0
2775,15/05/2020,Chhattisgarh,60,4,56,0
2776,16/05/2020,Chhattisgarh,66,10,56,0
2777,17/05/2020,Chhattisgarh,67,11,56,0
2778,18/05/2020,Chhattisgarh,86,27,59,0
2779,19/05/2020,Chhattisgarh,93,34,59,0
2780,20/05/2020,Chhattisgarh,101,42,59,0
2781,21/05/2020,Chhattisgarh,115,56,59,0
2782,22/05/2020,Chhattisgarh,128,69,59,0
2783,23/05/2020,Chhattisgarh,172,110,62,0
2784,24/05/2020,Chhattisgarh,214,150,64,0
2785,25/05/2020,Chhattisgarh,252,185,67,0
2786,26/05/2020,Chhattisgarh,291,219,72,0
2787,27/05/2020,Chhattisgarh,361,282,79,0
2788,28/05/2020,Chhattisgarh,369,286,83,0
2789,29/05/2020,Chhattisgarh,399,316,83,0
2790,30/05/2020,Chhattisgarh,415,314,100,1
2791,31/05/2020,Chhattisgarh,447,344,102,1
2792,01/06/2020,Chhattisgarh,498,382,115,1
2793,02/06/2020,Chhattisgarh,547,424,122,1
2794,03/06/2020,Chhattisgarh,564,433,130,1
2795,04/06/2020,Chhattisgarh,668,478,188,2
2796,05/06/2020,Chhattisgarh,756,541,213,2
2797,06/06/2020,Chhattisgarh,879,633,244,2
2798,07/06/2020,Chhattisgarh,923,653,266,4
2799,08/06/2020,Chhattisgarh,1073,786,283,4
2800,09/06/2020,Chhattisgarh,1160,848,308,4
2801,10/06/2020,Chhattisgarh,1240,848,386,6
2802,11/06/2020,Chhattisgarh,1262,854,402,6
2803,12/06/2020,Chhattisgarh,1398,945,447,6
2804,13/06/2020,Chhattisgarh,1429,873,550,6
2805,14/06/2020,Chhattisgarh,1512,875,631,6
2806,15/06/2020,Chhattisgarh,1662,891,763,8
2807,16/06/2020,Chhattisgarh,1756,858,890,8
2808,17/06/2020,Chhattisgarh,1781,736,1036,9
2809,18/06/2020,Chhattisgarh,1864,674,1180,10
2810,19/06/2020,Chhattisgarh,1946,708,1228,10
2811,20/06/2020,Chhattisgarh,2028,687,1331,10
2812,21/06/2020,Chhattisgarh,2041,636,1394,11
2813,22/06/2020,Chhattisgarh,2275,817,1447,11
2814,23/06/2020,Chhattisgarh,2303,778,1513,12
2815,24/06/2020,Chhattisgarh,2362,797,1553,12
2816,25/06/2020,Chhattisgarh,2419,780,1627,12
2817,26/06/2020,Chhattisgarh,2452,685,1755,12
2818,27/06/2020,Chhattisgarh,2545,618,1914,13
2819,28/06/2020,Chhattisgarh,2545,618,1914,13
2820,29/06/2020,Chhattisgarh,2662,558,2091,13
2821,30/06/2020,Chhattisgarh,2761,575,2173,13
2822,01/07/2020,Chhattisgarh,2860,597,2250,13
2823,02/07/2020,Chhattisgarh,2940,623,2303,14
2824,03/07/2020,Chhattisgarh,3013,614,2385,14
2825,04/07/2020,Chhattisgarh,3065,614,2437,14
2826,05/07/2020,Chhattisgarh,3161,598,2549,14
2827,06/07/2020,Chhattisgarh,3207,592,2601,14
2828,07/07/2020,Chhattisgarh,3305,624,2667,14
2829,08/07/2020,Chhattisgarh,3415,650,2751,14
2830,09/07/2020,Chhattisgarh,3525,676,2835,14
2831,10/07/2020,Chhattisgarh,3675,757,2903,15
2832,11/07/2020,Chhattisgarh,3767,722,3028,17
2833,12/07/2020,Chhattisgarh,3897,810,3070,17
2834,13/07/2020,Chhattisgarh,4059,887,3153,19
2835,14/07/2020,Chhattisgarh,4217,996,3202,19
2836,15/07/2020,Chhattisgarh,4379,1084,3275,20
2837,16/07/2020,Chhattisgarh,4539,1195,3324,20
2838,17/07/2020,Chhattisgarh,4732,1260,3451,21
2839,18/07/2020,Chhattisgarh,4964,1429,3512,23
2840,19/07/2020,Chhattisgarh,5233,1551,3658,24
2841,20/07/2020,Chhattisgarh,5407,1608,3775,24
2842,21/07/2020,Chhattisgarh,5561,1592,3944,25
2843,22/07/2020,Chhattisgarh,5729,1586,4114,29
2844,23/07/2020,Chhattisgarh,5968,1709,4230,29
2845,24/07/2020,Chhattisgarh,6254,1847,4377,30
2846,25/07/2020,Chhattisgarh,6731,2128,4567,36
2847,26/07/2020,Chhattisgarh,7087,2365,4683,39
2848,27/07/2020,Chhattisgarh,7450,2463,4944,43
2849,28/07/2020,Chhattisgarh,7745,2529,5172,44
2850,29/07/2020,Chhattisgarh,8257,2772,5439,46
2851,30/07/2020,Chhattisgarh,8539,2855,5636,48
2852,31/07/2020,Chhattisgarh,8761,2789,5921,51
2853,01/08/2020,Chhattisgarh,9086,2803,6230,53
2854,02/08/2020,Chhattisgarh,9385,2720,6610,55
2855,03/08/2020,Chhattisgarh,9531,2482,6991,58
2856,04/08/2020,Chhattisgarh,9779,2462,7256,61
2857,05/08/2020,Chhattisgarh,10202,2520,7613,69
2858,06/08/2020,Chhattisgarh,10407,2465,7871,71
2859,07/08/2020,Chhattisgarh,10932,2767,8088,77
2860,08/08/2020,Chhattisgarh,11408,3002,8319,87
2861,09/08/2020,Chhattisgarh,11743,3072,8582,89
2862,10/08/2020,Chhattisgarh,12148,3243,8809,96
2863,11/08/2020,Chhattisgarh,12448,3336,9013,99
2864,12/08/2020,Chhattisgarh,12929,3586,9239,104
2865,13/08/2020,Chhattisgarh,13498,3881,9508,109
2866,14/08/2020,Chhattisgarh,13937,4165,9658,114
2867,15/08/2020,Chhattisgarh,14481,4494,9857,130
2868,16/08/2020,Chhattisgarh,14987,4807,10046,134
2869,17/08/2020,Chhattisgarh,15471,5095,10235,141
2870,18/08/2020,Chhattisgarh,16025,5277,10598,150
2871,19/08/2020,Chhattisgarh,16833,5828,10847,158
2872,20/08/2020,Chhattisgarh,17485,6139,11185,161
2873,21/08/2020,Chhattisgarh,18501,6594,11739,168
2874,22/08/2020,Chhattisgarh,19510,7308,12022,180
2875,23/08/2020,Chhattisgarh,20078,7495,12394,189
2876,24/08/2020,Chhattisgarh,20918,7790,12931,197
2877,25/08/2020,Chhattisgarh,22054,8424,13424,206
2878,26/08/2020,Chhattisgarh,23341,9388,13732,221
2879,27/08/2020,Chhattisgarh,24550,10174,14145,231
2880,28/08/2020,Chhattisgarh,25988,11136,14607,245
2881,29/08/2020,Chhattisgarh,27233,11873,15109,251
2882,30/08/2020,Chhattisgarh,28746,12666,15818,262
2883,31/08/2020,Chhattisgarh,30092,13520,16303,269
2884,01/09/2020,Chhattisgarh,31503,14237,16989,277
2885,02/09/2020,Chhattisgarh,33387,15533,17567,287
2886,03/09/2020,Chhattisgarh,35683,17164,18220,299
2887,04/09/2020,Chhattisgarh,37967,18702,18950,315
2888,05/09/2020,Chhattisgarh,40634,20672,19625,337
2889,06/09/2020,Chhattisgarh,43163,22320,20487,356
2890,07/09/2020,Chhattisgarh,45263,23685,21198,380
2891,08/09/2020,Chhattisgarh,47280,24708,22177,395
2892,09/09/2020,Chhattisgarh,50114,26915,22792,407
2893,10/09/2020,Chhattisgarh,52932,28041,24414,477
2894,11/09/2020,Chhattisgarh,55680,29332,25855,493
2895,12/09/2020,Chhattisgarh,58643,31001,27123,519
2896,13/09/2020,Chhattisgarh,61763,33246,27978,539
2897,14/09/2020,Chhattisgarh,63991,31505,31931,555
2898,15/09/2020,Chhattisgarh,67327,33645,33109,573
2899,16/09/2020,Chhattisgarh,70777,35909,34279,589
2900,17/09/2020,Chhattisgarh,73966,37470,35885,611
2901,18/09/2020,Chhattisgarh,77775,36036,41111,628
2902,19/09/2020,Chhattisgarh,81617,36580,44392,645
2903,20/09/2020,Chhattisgarh,84234,37489,46081,664
2904,21/09/2020,Chhattisgarh,86183,37853,47653,677
2905,22/09/2020,Chhattisgarh,88181,37927,49564,690
2906,23/09/2020,Chhattisgarh,90917,38198,52001,718
2907,24/09/2020,Chhattisgarh,93351,35850,56773,728
2908,25/09/2020,Chhattisgarh,95623,36038,58833,752
2909,26/09/2020,Chhattisgarh,98565,30928,66860,777
2910,27/09/2020,Chhattisgarh,102461,30689,70955,817
2911,28/09/2020,Chhattisgarh,104733,31661,72224,848
2912,29/09/2020,Chhattisgarh,108458,33044,74537,877
2913,30/09/2020,Chhattisgarh,110655,31225,78514,916
2914,01/10/2020,Chhattisgarh,113602,30927,81718,957
2915,02/10/2020,Chhattisgarh,116153,30468,84699,986
2916,03/10/2020,Chhattisgarh,118790,29693,88095,1002
2917,04/10/2020,Chhattisgarh,121400,29292,91077,1031
2918,05/10/2020,Chhattisgarh,123324,28548,93731,1045
2919,06/10/2020,Chhattisgarh,126005,27857,97067,1081
2920,07/10/2020,Chhattisgarh,128893,27238,100551,1104
2921,08/10/2020,Chhattisgarh,131739,26777,103828,1134
2922,09/10/2020,Chhattisgarh,134612,27427,106027,1158
2923,10/10/2020,Chhattisgarh,137570,27439,108935,1196
2924,11/10/2020,Chhattisgarh,140258,27369,111654,1235
2925,12/10/2020,Chhattisgarh,142372,27348,113771,1253
2926,13/10/2020,Chhattisgarh,145247,27421,116540,1286
2927,14/10/2020,Chhattisgarh,147866,27208,119352,1306
2928,15/10/2020,Chhattisgarh,150696,27809,121548,1339
2929,16/10/2020,Chhattisgarh,153515,28187,123943,1385
2930,17/10/2020,Chhattisgarh,155987,27693,126869,1425
2931,18/10/2020,Chhattisgarh,158502,27180,129883,1439
2932,19/10/2020,Chhattisgarh,160396,26750,132168,1478
2933,20/10/2020,Chhattisgarh,162772,25979,135259,1534
2934,21/10/2020,Chhattisgarh,165279,25709,137986,1584
2935,22/10/2020,Chhattisgarh,167639,25795,140216,1628
2936,23/10/2020,Chhattisgarh,170130,25238,143212,1680
2937,24/10/2020,Chhattisgarh,172580,24620,146222,1738
2938,25/10/2020,Chhattisgarh,174591,23899,148899,1793
2939,26/10/2020,Chhattisgarh,175959,23743,150398,1818
2940,27/10/2020,Chhattisgarh,177608,22093,153654,1861
2941,28/10/2020,Chhattisgarh,179654,21693,156080,1881
2942,29/10/2020,Chhattisgarh,181583,22167,157480,1936
2943,30/10/2020,Chhattisgarh,183588,22331,159268,1989
2944,31/10/2020,Chhattisgarh,185306,22350,160918,2038
2945,01/11/2020,Chhattisgarh,187270,22090,163079,2101
2946,02/11/2020,Chhattisgarh,188813,22126,164537,2150
2947,03/11/2020,Chhattisgarh,190513,21914,166391,2208
2948,04/11/2020,Chhattisgarh,192237,21770,168201,2266
2949,05/11/2020,Chhattisgarh,194499,22773,169410,2316
2950,06/11/2020,Chhattisgarh,196233,23113,170760,2360
2951,07/11/2020,Chhattisgarh,197991,23066,172513,2412
2952,08/11/2020,Chhattisgarh,199562,23256,173872,2434
2953,09/11/2020,Chhattisgarh,200937,22361,176129,2447
2954,10/11/2020,Chhattisgarh,202523,21221,178838,2464
2955,11/11/2020,Chhattisgarh,204202,20725,180995,2482
2956,12/11/2020,Chhattisgarh,205923,20226,183190,2507
2957,13/11/2020,Chhattisgarh,207740,20061,185152,2527
2958,14/11/2020,Chhattisgarh,209288,19221,187522,2545
2959,15/11/2020,Chhattisgarh,210004,19275,188167,2562
2960,16/11/2020,Chhattisgarh,210534,19087,188869,2578
2961,17/11/2020,Chhattisgarh,211644,18577,190463,2604
2962,18/11/2020,Chhattisgarh,213365,18561,192181,2623
2963,19/11/2020,Chhattisgarh,215413,18770,193997,2646
2964,20/11/2020,Chhattisgarh,217562,19421,195469,2672
2965,21/11/2020,Chhattisgarh,219404,19817,196896,2691
2966,22/11/2020,Chhattisgarh,221688,20659,198316,2713
2967,23/11/2020,Chhattisgarh,223436,21393,199311,2732
2968,24/11/2020,Chhattisgarh,225497,21926,200825,2746
2969,25/11/2020,Chhattisgarh,227326,22815,201744,2767
2970,26/11/2020,Chhattisgarh,229203,24676,201744,2783
2971,27/11/2020,Chhattisgarh,230956,23957,204198,2801
2972,28/11/2020,Chhattisgarh,232835,21839,208183,2813
2973,29/11/2020,Chhattisgarh,234725,20978,210917,2830
2974,30/11/2020,Chhattisgarh,235998,20641,212517,2840
2975,01/12/2020,Chhattisgarh,237322,19635,214826,2861
2976,02/12/2020,Chhattisgarh,239215,19333,216990,2892
2977,03/12/2020,Chhattisgarh,240863,19749,218195,2919
2978,04/12/2020,Chhattisgarh,242418,19300,220177,2941
2979,05/12/2020,Chhattisgarh,243997,19351,221690,2956
2980,06/12/2020,Chhattisgarh,245580,19533,223070,2977
2981,07/12/2020,Chhattisgarh,246809,20048,223772,2989
2982,08/12/2020,Chhattisgarh,248232,19589,225633,3010
2983,09/12/2020,Chhattisgarh,249699,19516,227158,3025
2984,10/12/2020,Chhattisgarh,251120,19778,228304,3038
2985,11/12/2020,Chhattisgarh,252638,19346,230238,3054
2986,12/12/2020,Chhattisgarh,254129,18346,232715,3068
2987,13/12/2020,Chhattisgarh,255761,18640,234037,3084
2988,14/12/2020,Chhattisgarh,257020,19070,234853,3097
2989,15/12/2020,Chhattisgarh,258635,18931,236588,3116
2990,17/12/2020,Chhattisgarh,261901,17468,241288,3145
2991,18/12/2020,Chhattisgarh,263485,17407,242922,3156
2992,19/12/2020,Chhattisgarh,264898,17488,244247,3163
2993,20/12/2020,Chhattisgarh,266266,17040,246054,3172
2994,21/12/2020,Chhattisgarh,267219,16558,247480,3181
2995,22/12/2020,Chhattisgarh,268477,16060,249218,3199
2996,23/12/2020,Chhattisgarh,269857,15879,250766,3212
2997,24/12/2020,Chhattisgarh,271194,15635,252332,3227
2998,25/12/2020,Chhattisgarh,272426,15153,254024,3249
2999,26/12/2020,Chhattisgarh,273279,14759,255257,3263
3000,27/12/2020,Chhattisgarh,274324,14028,257021,3275
3001,28/12/2020,Chhattisgarh,275149,13701,258155,3293
3002,29/12/2020,Chhattisgarh,276337,12962,260056,3319
3003,30/12/2020,Chhattisgarh,277471,12472,261663,3336
3004,31/12/2020,Chhattisgarh,278540,11939,263251,3350
3005,03/01/2021,Chhattisgarh,281654,10517,267751,3386
3006,04/01/2021,Chhattisgarh,282368,9980,268988,3400
3007,05/01/2021,Chhattisgarh,283515,9766,270337,3412
3008,06/01/2021,Chhattisgarh,284536,9111,271988,3437
3009,07/01/2021,Chhattisgarh,285586,9109,273030,3447
3010,08/01/2021,Chhattisgarh,286596,8859,274283,3454
3011,09/01/2021,Chhattisgarh,287556,9045,275042,3469
3012,10/01/2021,Chhattisgarh,288570,9274,275812,3484
3013,11/01/2021,Chhattisgarh,289231,8967,276774,3490
3014,12/01/2021,Chhattisgarh,290084,8550,278029,3505
3015,13/01/2021,Chhattisgarh,290813,8060,279236,3517
3016,14/01/2021,Chhattisgarh,291484,7791,280166,3527
3017,15/01/2021,Chhattisgarh,292091,7418,281136,3537
3018,16/01/2021,Chhattisgarh,292612,6923,282145,3544
3019,17/01/2021,Chhattisgarh,293178,6867,282760,3551
3020,18/01/2021,Chhattisgarh,293501,6832,283111,3558
3021,19/01/2021,Chhattisgarh,293972,5995,284412,3565
3022,20/01/2021,Chhattisgarh,294355,5932,284848,3575
3023,21/01/2021,Chhattisgarh,294949,5798,285566,3585
3024,22/01/2021,Chhattisgarh,295509,5638,286277,3594
3025,23/01/2021,Chhattisgarh,295949,5308,287040,3601
3026,24/01/2021,Chhattisgarh,296326,5040,287677,3609
3027,25/01/2021,Chhattisgarh,296626,4943,288066,3617
3028,27/01/2021,Chhattisgarh,297429,5021,288764,3644
3029,28/01/2021,Chhattisgarh,297868,4513,289708,3647
3030,29/01/2021,Chhattisgarh,304319,4450,296187,3682
3031,30/01/2021,Chhattisgarh,304689,4358,296642,3689
3032,31/01/2021,Chhattisgarh,305102,4260,297144,3698
3033,01/02/2021,Chhattisgarh,305367,4327,297339,3701
3034,02/02/2021,Chhattisgarh,305689,4124,297859,3706
3035,03/02/2021,Chhattisgarh,306019,4173,298135,3711
3036,04/02/2021,Chhattisgarh,306370,4315,298337,3718
3037,05/02/2021,Chhattisgarh,306743,4295,298724,3724
3038,06/02/2021,Chhattisgarh,307079,4360,298987,3732
3039,07/02/2021,Chhattisgarh,307339,4320,299284,3735
3040,08/02/2021,Chhattisgarh,307525,4290,299494,3741
3041,09/02/2021,Chhattisgarh,307790,4190,299856,3744
3042,10/02/2021,Chhattisgarh,307996,4172,300078,3746
3043,11/02/2021,Chhattisgarh,308218,4073,300390,3755
3044,12/02/2021,Chhattisgarh,308472,3475,301238,3759
3045,13/02/2021,Chhattisgarh,308701,3287,301648,3766
3046,14/02/2021,Chhattisgarh,308930,3255,301904,3771
3047,15/02/2021,Chhattisgarh,309099,3258,302069,3772
3048,16/02/2021,Chhattisgarh,309373,3039,302557,3777
3049,17/02/2021,Chhattisgarh,309623,2905,302935,3783
3050,18/02/2021,Chhattisgarh,309934,3009,303137,3788
3051,19/02/2021,Chhattisgarh,310210,3005,303415,3790
3052,20/02/2021,Chhattisgarh,310469,3039,303637,3793
3053,21/02/2021,Chhattisgarh,310732,3102,303835,3795
3054,22/02/2021,Chhattisgarh,310885,3112,303973,3800
3055,23/02/2021,Chhattisgarh,311159,2998,304355,3806
3056,24/02/2021,Chhattisgarh,311433,2977,304647,3809
3057,25/02/2021,Chhattisgarh,311680,2911,304956,3813
3058,26/02/2021,Chhattisgarh,311900,2865,305214,3821
3059,27/02/2021,Chhattisgarh,312179,2827,305524,3828
3060,01/03/2021,Chhattisgarh,312560,2774,305951,3835
3061,02/03/2021,Chhattisgarh,312816,2880,306094,3842
3062,03/03/2021,Chhattisgarh,313032,2836,306352,3844
3063,04/03/2021,Chhattisgarh,313299,2961,306490,3848
3064,06/03/2021,Chhattisgarh,313808,2816,307138,3854
3065,07/03/2021,Chhattisgarh,314098,2721,307522,3855
3066,08/03/2021,Chhattisgarh,314320,2820,307642,3858
3067,09/03/2021,Chhattisgarh,314640,2919,307862,3859
3068,10/03/2021,Chhattisgarh,315030,3023,308143,3864
3069,11/03/2021,Chhattisgarh,315486,3345,308269,3872
3070,13/03/2021,Chhattisgarh,316311,3577,308854,3880
3071,14/03/2021,Chhattisgarh,316854,3770,309198,3886
3072,15/03/2021,Chhattisgarh,317329,4006,309433,3890
3073,16/03/2021,Chhattisgarh,317974,4098,309979,3897
3074,17/03/2021,Chhattisgarh,318830,4661,310260,3909
3075,18/03/2021,Chhattisgarh,319717,5299,310503,3915
3076,19/03/2021,Chhattisgarh,320783,6025,310838,3920
3077,20/03/2021,Chhattisgarh,321880,6753,311198,3929
3078,21/03/2021,Chhattisgarh,323153,7693,311520,3940
3079,22/03/2021,Chhattisgarh,324153,8442,311761,3950
3080,23/03/2021,Chhattisgarh,325678,9205,312511,3962
3081,24/03/2021,Chhattisgarh,327588,10491,313115,3982
3082,25/03/2021,Chhattisgarh,329694,11934,313749,4011
3083,27/03/2021,Chhattisgarh,334778,15307,315423,4048
3084,28/03/2021,Chhattisgarh,337940,17836,316043,4061
3085,29/03/2021,Chhattisgarh,340093,19239,316778,4076
3086,30/03/2021,Chhattisgarh,341516,20181,317239,4096
3087,31/03/2021,Chhattisgarh,344624,22057,318436,4131
3088,01/04/2021,Chhattisgarh,349187,25529,319488,4170
3089,02/04/2021,Chhattisgarh,353804,28987,320613,4204
3090,03/04/2021,Chhattisgarh,357978,31858,321873,4247
3091,04/04/2021,Chhattisgarh,363796,36312,323201,4283
3092,05/04/2021,Chhattisgarh,369046,38450,326277,4319
3093,06/04/2021,Chhattisgarh,376348,44296,327689,4363
3094,07/04/2021,Chhattisgarh,386269,52445,329408,4416
3095,08/04/2021,Chhattisgarh,396579,58883,333227,4469
3096,09/04/2021,Chhattisgarh,407231,68125,334543,4563
3097,10/04/2021,Chhattisgarh,418678,76868,337156,4654
3098,11/04/2021,Chhattisgarh,432776,85860,342139,4777
